popularity,release_date,release_year,title,vote_average,vote_count
31.435879,2016-03-23,2016-03-23,Batman v Superman: Dawn of Justice,5.7,7189.0
2.033272,2015-06-12,2015-06-12,Vendetta,5.6,35.0
0.227199,2015-06-15,2015-06-15,Age Of Kill,4.8,2.0
7.073602,2015-01-06,2015-01-06,88,5.1,40.0
0.50045,2015-05-16,2015-05-16,The Wrong Girl,2.8,4.0
1.500092,2015-07-05,2015-07-05,Perfect High,5.6,17.0
9.079974,2015-01-15,2015-01-15,Cyberbully,6.5,106.0
2.351893,2015-05-29,2015-05-29,Heaven Knows What,6.5,32.0
11.12024,2015-07-03,2015-07-03,Amy,7.5,482.0
0.917742,2015-06-09,2015-06-09,Tom and Jerry Spy Quest,5.8,6.0
3.51172,2015-07-03,2015-07-03,Stung,4.9,63.0
8.76993,2015-07-01,2015-07-01,Magic Mike XXL,6.2,716.0
0.431364,2015-06-28,2015-06-28,Babai,7.0,2.0
0.772191,2015-07-17,2015-07-17,Rey gitano,4.2,13.0
17.432758,2016-04-07,2016-04-07,The Jungle Book,6.7,2977.0
11.350372,2015-04-18,2015-04-18,Dragon Ball Z: Resurrection 'F',6.8,377.0
0.233509,2015-06-08,2015-06-08,Stonemouth,0.0,0.0
5.213733,2015-02-10,2015-02-10,Accidental Love,3.9,95.0
1.377993,2015-05-15,2015-05-15,Bombay Velvet,5.4,17.0
0.292345,2015-03-06,2015-03-06,The Chinese Mayor,6.8,4.0
14.656875,2015-08-13,2015-08-13,The Man from U.N.C.L.E.,7.1,2306.0
0.215188,2015-02-27,2015-02-27,The Widowmaker,7.3,2.0
5.778906,2015-07-28,2015-07-28,Justice League: Gods and Monsters,6.9,151.0
0.021407,2015-04-20,2015-04-20,All Eyes And Ears,0.0,0.0
0.122062,2015-04-21,2015-04-21,Sorrow,3.0,2.0
0.184075,2015-05-15,2015-05-15,The Livingston Gardener,1.5,2.0
8.323292,2015-07-11,2015-07-11,7 Days in Hell,6.4,132.0
1.522946,2015-05-15,2015-05-15,Echoes Of War,6.5,15.0
9.425787,2015-09-30,2015-09-30,The Walk,6.9,1151.0
18.022579,2016-01-13,2016-01-13,13 Hours: The Secret Soldiers of Benghazi,7.0,963.0
9.117924,2016-12-09,2016-12-09,Spectral,6.3,453.0
6.277157,2015-06-30,2015-06-30,Staten Island Summer,5.7,77.0
2.422713,2015-02-08,2015-02-08,Nasty Baby,5.1,27.0
2.278038,2015-07-21,2015-07-21,Bad Night,4.9,15.0
2.123698,2015-04-25,2015-04-25,Lake Placid vs. Anaconda,4.7,23.0
7.51505,2015-07-10,2015-07-10,The Gallows,4.9,370.0
1.892877,2015-06-26,2015-06-26,The Midnight Swim,5.3,11.0
1.008265,2015-02-28,2015-02-28,Eadweard,7.8,4.0
0.597879,2015-01-25,2015-01-25,Dennis Rodman's Big Bang in PyongYang,6.6,8.0
4.625603,2015-07-16,2015-07-16,Joe Dirt 2: Beautiful Loser,4.3,45.0
2.72378,2015-05-01,2015-05-01,"The Death of ""Superman Lives"": What Happened?",6.7,49.0
1.335477,2015-07-10,2015-07-10,Scooby-Doo! And Kiss: Rock and Roll Mystery,7.0,18.0
1.286626,2015-03-07,2015-03-07,Wuthering High,4.9,9.0
2.64619,2015-05-20,2015-05-20,My Golden Days,6.9,55.0
9.188583,2015-03-31,2015-03-31,Dark Places,5.7,488.0
6.49255,2015-06-17,2015-06-17,Mustang,8.0,378.0
2.388952,2015-07-08,2015-07-08,Microbe and Gasoline,6.0,36.0
6.31224,2015-07-17,2015-07-17,Bajrangi Bhaijaan,7.7,165.0
0.143823,2015-06-19,2015-06-19,Eli,3.0,1.0
0.793723,2015-05-29,2015-05-29,Massu Engira Maasilamani,4.9,12.0
1.055322,2015-05-22,2015-05-22,Tanu Weds Manu Returns,6.2,27.0
0.027989,2015-04-23,2015-04-23,Sweet Lorraine,0.0,0.0
1.24917,2015-05-05,2015-05-05,Road Wars,3.0,11.0
3.621457,2015-07-07,2015-07-07,Awaken,3.6,23.0
5.176064,2015-06-04,2015-06-04,Pressure,5.3,72.0
1.168247,2015-06-16,2015-06-16,American Justice,4.5,6.0
2.439977,2015-06-10,2015-06-10,Unknown Caller,5.2,21.0
1.30706,2015-06-18,2015-06-18,Leviathan: The Story of Hellraiser and Hellbound: Hellraiser II,5.0,2.0
1.075807,2015-06-19,2015-06-19,Legacy,5.0,5.0
23.501228,2015-12-25,2015-12-25,The Revenant,7.3,6558.0
6.862812,2015-07-17,2015-07-17,Irrational Man,6.3,600.0
10.95023,2015-05-14,2015-05-14,Tale of Tales,6.1,403.0
1.130302,2015-08-04,2015-08-04,Looney Tunes: Rabbits Run,4.5,5.0
7.60305,2015-05-02,2015-05-02,Cleveland Abduction,6.5,59.0
0.314174,2015-01-23,2015-01-23,Carte Blanche,5.6,6.0
4.889765,2015-07-03,2015-07-03,Cartel Land,7.4,160.0
11.80967,2015-07-10,2015-07-10,Baahubali: The Beginning,7.5,138.0
0.056855,2015-02-19,2015-02-19,Daniel's World,4.0,1.0
1.217634,2015-02-13,2015-02-13,Snow in Paradise,4.4,9.0
0.049112,2015-05-25,2015-05-25,"Return to the Philippines, the Leon Cooper Story",0.0,0.0
2.796878,2015-05-29,2015-05-29,The True Cost,7.7,60.0
6.845062,2015-04-09,2015-04-09,Ooops! Noah is Gone...,5.8,71.0
12.370126,2015-06-15,2015-06-15,Southpaw,7.3,2112.0
19.511221,2015-09-17,2015-09-17,Sicario,7.2,2465.0
0.330541,2015-07-18,2015-07-18,The Bride He Bought Online,5.3,4.0
7.862844,2015-06-24,2015-06-24,One Wild Moment,5.8,293.0
2.810557,2015-08-03,2015-08-03,War Pigs,4.8,42.0
0.778499,2015-07-24,2015-07-24,10 Cent Pistol,4.4,7.0
12.714642,2015-03-13,2015-03-13,X+Y,6.5,210.0
3.141893,2015-07-31,2015-07-31,Best of Enemies,7.2,61.0
6.901559,2015-08-08,2015-08-08,Lavalantula,5.4,43.0
2.266007,2015-07-19,2015-07-19,Sharktopus vs. Whalewolf,3.5,16.0
0.579564,2017-03-31,2017-03-31,For Here or to Go?,0.0,1.0
2.775514,2015-04-15,2015-04-15,Chloe and Theo,6.4,24.0
1.257893,2015-05-06,2015-05-06,I Am Big Bird: The Caroll Spinney Story,7.0,9.0
0.525556,2015-01-16,2015-01-16,The Phoenix Project,3.4,13.0
0.097952,2015-07-15,2015-07-15,Eugene Mirman: Vegan on His Way to the Complain Store,9.0,2.0
4.197684,2015-07-24,2015-07-24,Smosh: The Movie,4.8,89.0
1.089414,2016-02-16,2016-02-16,Sand Castles,4.7,5.0
1.691618,2015-11-26,2015-11-26,Chevalier,6.0,22.0
10.428421,2015-12-30,2015-12-30,Anomalisa,6.9,472.0
10.156891,2016-02-18,2016-02-18,Colonia,7.4,566.0
1.330643,2015-02-14,2015-02-14,Somewhere Only We Know,6.2,5.0
0.436934,2015-02-19,2015-02-19,Triumph in the Skies,3.9,4.0
8.410855,2015-07-16,2015-07-16,Some Kind of Beautiful,5.5,171.0
0.509913,2015-07-03,2015-07-03,I-Lived,4.9,9.0
2.094087,2015-04-07,2015-04-07,Always Watching: A Marble Hornets Story,4.8,35.0
5.149301,2015-07-24,2015-07-24,The Vatican Tapes,4.6,248.0
0.4807,2015-06-26,2015-06-26,Runoff,4.9,5.0
0.930876,2015-06-01,2015-06-01,Brothers of War,4.0,2.0
4.7685,2015-06-13,2015-06-13,Our Little Sister,7.1,96.0
3.052285,2015-05-21,2015-05-21,Yakuza Apocalypse,5.8,40.0
15.651705,2015-09-24,2015-09-24,The Intern,7.1,1926.0
2.772324,2015-08-18,2015-08-18,Batman Unlimited: Monster Mayhem,6.0,40.0
6.171657,2015-08-07,2015-08-07,Extinction,5.5,207.0
2.629085,2015-07-10,2015-07-10,The Suicide Theory,6.2,38.0
0.097257,2015-03-27,2015-03-27,Dreamcatcher,5.5,2.0
12.603719,2015-07-31,2015-07-31,Descendants,6.7,505.0
2.328321,2015-07-06,2015-07-06,Love,5.2,449.0
12.443291,2015-10-16,2015-10-16,Room,8.1,2838.0
3.614388,2015-01-16,2015-01-16,Backmask,4.7,79.0
5.159939,2015-08-07,2015-08-07,The Runner,4.6,53.0
1.786845,2015-03-25,2015-03-25,Twenty,6.9,33.0
8.585856,2015-07-30,2015-07-30,The Gift,6.7,1077.0
11.840138,2016-02-19,2016-02-19,The Witch,6.3,1471.0
11.369559,2015-02-05,2015-02-05,Men & Chicken,6.6,57.0
4.626438,2016-02-11,2016-02-11,3 Generations,6.1,75.0
1.22249,2015-02-05,2015-02-05,B-Movie: Lust & Sound in West-Berlin,8.4,9.0
6.791697,2015-06-15,2015-06-15,The Escort,6.0,117.0
1.304515,2015-03-16,2015-03-16,Uncle John,5.9,16.0
2.303824,2015-08-06,2015-08-06,Last Cab to Darwin,7.5,21.0
1.424643,2015-07-10,2015-07-10,Chris Tucker Live,6.5,23.0
9.92595,2015-01-29,2015-01-29,Admiral,6.4,49.0
5.761878,2015-06-21,2015-06-21,Lava,7.4,405.0
15.021058,2015-09-10,2015-09-10,The Visit,6.0,1405.0
6.79115,2015-10-14,2015-10-14,Secret in Their Eyes,6.2,341.0
17.602928,2015-08-19,2015-08-19,Sinister 2,5.5,605.0
0.2281,2015-06-13,2015-06-13,Jeff Ross Roasts Criminals: Live at Brazos County Jail,7.8,5.0
1.919671,2015-07-27,2015-07-27,I Am Chris Farley,7.2,44.0
0.20562,2015-07-03,2015-07-03,"Chronic-Con, Episode 420: A New Dope",3.7,5.0
5.603565,2015-04-02,2015-04-02,Battle for Sevastopol,7.3,91.0
0.533634,2015-01-01,2015-01-01,Almost Mercy,5.5,11.0
3.979592,2015-08-07,2015-08-07,Harbinger Down,4.6,67.0
9.534828,2015-08-19,2015-08-19,American Ultra,6.0,1099.0
14.13262,2015-08-26,2015-08-26,No Escape,6.7,798.0
21.183077,2015-08-13,2015-08-13,Straight Outta Compton,7.7,1381.0
11.070889,2015-08-07,2015-08-07,Cop Car,5.8,301.0
4.201151,2015-07-31,2015-07-31,A LEGO Brickumentary,6.4,55.0
8.118506,2015-08-12,2015-08-12,Attack on Titan,5.3,183.0
4.832631,2015-07-10,2015-07-10,Tangerine,6.9,166.0
9.698415,2015-08-14,2015-08-14,Air,4.8,217.0
4.969851,2015-04-09,2015-04-09,13 Minutes,7.0,63.0
10.415724,2015-01-28,2015-01-28,I Kissed a Girl,5.9,108.0
0.35236,2015-02-07,2015-02-07,Butterfly,10.0,3.0
1.935094,2016-08-19,2016-08-19,Swallows and Amazons,6.9,24.0
12.975936,2015-12-24,2015-12-24,Joy,6.4,1619.0
4.650079,2015-08-14,2015-08-14,Amnesiac,4.1,52.0
9.447808,2015-11-10,2015-11-10,Victor Frankenstein,5.6,697.0
0.091919,2015-05-08,2015-05-08,Industrial Soundtrack for the Urban Decay,8.0,2.0
0.801267,2015-02-13,2015-02-13,Journey to Space,6.3,6.0
0.925847,2015-08-21,2015-08-21,Manjhi The Mountain Man,6.8,16.0
3.042652,2015-05-19,2015-05-19,Masaan,6.9,37.0
0.487434,2015-01-22,2015-01-22,Homies,4.6,7.0
1.197099,2015-01-23,2015-01-23,Being Evel,7.1,9.0
1.100294,2015-08-14,2015-08-14,Go Away Mr. Tumor,6.0,14.0
1.74416,2015-08-14,2015-08-14,Brothers,6.3,24.0
10.830129,2017-02-14,2017-02-14,Guardians,4.4,128.0
0.955714,2015-08-14,2015-08-14,Demetri Martin: Live (At The Time),8.0,12.0
0.905246,2015-02-08,2015-02-08,Spiderwebhouse,7.5,2.0
5.846711,2015-11-06,2015-11-06,Kill Your Friends,5.9,121.0
3.149665,2015-03-14,2015-03-14,Nina Forever,5.5,48.0
19.803969,2015-07-15,2015-07-15,Equals,5.9,386.0
3.02229,2015-08-01,2015-08-01,Star Trek: Renegades,4.4,40.0
20.683405,2015-10-23,2015-10-23,Scouts Guide to the Zombie Apocalypse,6.2,526.0
1.173732,2015-02-09,2015-02-09,Muhammad: The Messenger of God,5.6,13.0
8.093442,2015-10-16,2015-10-16,Suffragette,7.1,440.0
0.987496,2015-01-31,2015-01-31,Joker Game,5.9,4.0
4.419952,2015-05-30,2015-05-30,Sweet Bean,7.0,82.0
0.144933,2015-05-17,2015-05-17,Dégradé,7.7,3.0
1.129184,2015-05-12,2015-05-12,The High Sun,6.5,11.0
4.680888,2015-06-24,2015-06-24,Mythica: The Darkspore,5.4,41.0
3.631863,2015-08-05,2015-08-05,Veteran,7.1,42.0
6.346176,2015-07-22,2015-07-22,Assassination,7.3,58.0
16.304654,2015-08-14,2015-08-14,Turbo Kid,6.8,231.0
1.046181,2015-06-18,2015-06-18,Paulina,6.7,17.0
1.442316,2015-01-22,2015-01-22,Bridgend,6.0,18.0
0.907234,2015-02-19,2015-02-19,Zurich,6.3,8.0
0.569463,2015-07-03,2015-07-03,Papanasam,7.4,13.0
2.458948,2015-08-21,2015-08-21,The Bad Education Movie,5.5,45.0
9.023686,2015-08-26,2015-08-26,We Are Your Friends,6.3,673.0
5.384163,2015-08-28,2015-08-28,War Room,6.9,92.0
4.425995,2015-08-19,2015-08-19,Summertime,6.6,76.0
1.172748,2015-07-31,2015-07-31,Hurricane of Fun: The Making of Wet Hot,6.5,16.0
11.187833,2015-09-09,2015-09-09,Legend,6.7,994.0
4.440982,2016-01-08,2016-01-08,Anesthesia,6.0,43.0
10.591249,2017-04-14,2017-04-14,The Outcasts,7.1,141.0
3.962602,2015-07-31,2015-07-31,Drishyam,7.5,49.0
1.576664,2015-08-28,2015-08-28,Phantom,5.5,19.0
1.732968,2015-09-01,2015-09-01,Addicted to Fresno,5.0,30.0
3.634485,2015-08-26,2015-08-26,Queen of Earth,6.2,58.0
7.391953,2015-08-28,2015-08-28,Deathgasm,6.4,172.0
0.418226,2015-08-27,2015-08-27,Daughter of the Lake,8.3,4.0
0.428473,2015-04-03,2015-04-03,Childless,4.5,2.0
11.245661,2015-11-27,2015-11-27,The Danish Girl,7.4,1689.0
6.055594,2015-05-15,2015-05-15,Area 51,4.3,157.0
2.774803,2015-03-19,2015-03-19,Latin Lover,5.7,17.0
5.019486,2015-08-07,2015-08-07,Steve Jobs: The Man in the Machine,6.4,134.0
0.091121,2015-08-06,2015-08-06,"OMG, I'm a Robot!",10.0,1.0
12.971415,2015-03-15,2015-03-15,Broken Horses,5.0,10.0
8.4702,2016-04-15,2016-04-15,Green Room,6.7,696.0
11.732546,2015-09-11,2015-09-11,Beasts of No Nation,7.6,476.0
0.05488,2015-03-13,2015-03-13,Earth's Golden Playground,0.0,0.0
1.378801,2015-06-15,2015-06-15,Pernicious,4.7,26.0
2.963863,2015-09-04,2015-09-04,Dirty Weekend,5.2,30.0
2.126507,2015-08-29,2015-08-29,The Rise of the Krays,4.5,19.0
1.933788,2015-06-13,2015-06-13,Dude Bro Party Massacre III,6.2,21.0
0.561918,2015-06-07,2015-06-07,Underdog Kids,4.1,7.0
5.799373,2015-11-13,2015-11-13,The Lady in the Van,6.0,225.0
2.20137,2015-09-12,2015-09-12,He Named Me Malala,5.6,51.0
2.730363,2015-09-04,2015-09-04,Bloodsucking Bastards,5.6,60.0
0.060371,2015-09-06,2015-09-06,KillerSaurus,5.0,1.0
3.457153,2015-01-25,2015-01-25,Meru,7.4,68.0
4.075159,2015-08-18,2015-08-18,6 Years,5.5,306.0
2.202593,2015-03-16,2015-03-16,Pod,3.9,44.0
2.478457,2015-07-05,2015-07-05,Contracted: Phase II,5.3,48.0
3.176182,2015-07-18,2015-07-18,Pokémon the Movie: Hoopa and the Clash of Ages,6.2,39.0
0.823852,2015-09-04,2015-09-04,The Midwife,6.1,8.0
11.007319,2015-09-03,2015-09-03,The Transporter Refueled,5.3,573.0
4.886524,2015-07-31,2015-07-31,Jenny's Wedding,5.3,145.0
4.393241,2015-06-26,2015-06-26,Bound to Vengeance,5.6,110.0
11.898793,2015-06-26,2015-06-26,Knock Knock,4.9,880.0
1.053136,2015-06-04,2015-06-04,Perfect Proposal,7.6,6.0
4.601867,2015-06-05,2015-06-05,The Nightmare,5.6,92.0
2.072847,2015-09-09,2015-09-09,Welcome to Leith,6.4,26.0
13.95291,2016-12-02,2016-12-02,Man Down,6.3,65.0
0.382781,2015-01-09,2015-01-09,"Something, Anything",8.0,2.0
0.162188,2015-03-16,2015-03-16,"Knock Knock, It's Tig Notaro",6.7,3.0
2.978534,2015-08-20,2015-08-20,The Beauty Inside,8.1,41.0
11.256619,2015-07-24,2015-07-24,Life,5.9,128.0
8.307255,2015-02-04,2015-02-04,Daddy or Mommy,6.1,397.0
6.925667,2016-04-06,2016-04-06,Demolition,6.6,661.0
1.957695,2015-09-11,2015-09-11,Listening,5.5,31.0
3.777312,2015-09-11,2015-09-11,12 Rounds 3: Lockdown,4.6,41.0
0.571042,2015-08-24,2015-08-24,Eden Lodge,3.7,7.0
2.010895,2015-08-24,2015-08-24,Robert the Doll,2.6,24.0
2.14431,2015-01-15,2015-01-15,Frau Müller muss weg!,5.9,25.0
1.370522,2015-05-29,2015-05-29,American Poltergeist,2.6,21.0
0.273861,2015-06-01,2015-06-01,The Cutting Room,4.2,5.0
2.554756,2015-07-29,2015-07-29,Listen to Me Marlon,7.1,48.0
0.712004,2015-01-12,2015-01-12,Snowden’s Great Escape,8.7,3.0
0.398179,2015-08-20,2015-08-20,Magallanes,9.0,1.0
12.158176,2015-09-11,2015-09-11,Our Brand Is Crisis,5.8,196.0
4.300416,2015-09-01,2015-09-01,Attack on Titan II: End of the World,4.8,67.0
1.431897,2015-08-14,2015-08-14,Big Sky,4.0,21.0
6.294815,2015-08-27,2015-08-27,The Assassin,6.6,158.0
1.222142,2015-09-15,2015-09-15,The Gamechangers,6.7,20.0
18.947206,2015-11-22,2015-11-22,High-Rise,5.3,355.0
10.516094,2015-11-20,2015-11-20,The Night Before,6.1,548.0
7.54965,2016-06-03,2016-06-03,Into the Forest,5.6,165.0
1.97894,2015-08-30,2015-08-30,Chain of Command,5.3,11.0
7.500331,2015-03-18,2015-03-18,A Perfect Man,7.0,141.0
10.758754,2015-09-10,2015-09-10,Everest,6.7,1805.0
6.488451,2015-09-02,2015-09-02,The Brand New Testament,6.4,435.0
0.198948,2015-05-25,2015-05-25,You Carry Me,5.0,1.0
1.659599,2015-09-24,2015-09-24,Cut Snake,6.4,6.0
5.361771,2015-07-16,2015-07-16,Monster Hunt,5.7,81.0
0.439886,2015-07-25,2015-07-25,Wild City,5.6,8.0
14.63239,2015-11-06,2015-11-06,Spotlight,7.8,2751.0
1.709199,2015-11-08,2015-11-08,Viva,7.4,12.0
6.403937,2015-06-11,2015-06-11,Son of Saul,7.1,285.0
5.428567,2016-01-15,2016-01-15,Intruders,5.7,153.0
2.645913,2015-09-30,2015-09-30,Rabid Dogs,5.6,32.0
7.399209,2015-09-16,2015-09-16,Pawn Sacrifice,6.7,272.0
14.544852,2015-09-12,2015-09-12,Hardcore Henry,6.2,780.0
8.066726,2015-10-02,2015-10-02,Burnt,6.3,974.0
5.01561,2015-09-03,2015-09-03,Queen of the Desert,6.1,61.0
5.4314,2015-08-28,2015-08-28,Visions,5.2,130.0
1.135678,2015-09-09,2015-09-09,Heneral Luna,8.0,16.0
0.823797,2015-04-25,2015-04-25,Ryuzo and the Seven Henchmen,6.8,14.0
2.915588,2015-05-09,2015-05-09,Miss Hokusai,6.5,20.0
5.010009,2015-09-18,2015-09-18,Being Canadian,5.3,11.0
2.395158,2015-02-27,2015-02-27,The Timber,4.1,17.0
9.221178,2015-09-10,2015-09-10,Fuck You Goethe 2,6.6,286.0
7.935683,2015-09-16,2015-09-16,Pay the Ghost,5.1,204.0
1.533354,2015-02-27,2015-02-27,Catch Me Daddy,6.0,11.0
1.892599,2015-05-01,2015-05-01,Flying Colors,7.4,25.0
1.544971,2015-06-21,2015-06-21,Seashore,6.9,41.0
0.683918,2015-05-22,2015-05-22,Drunk Wedding,3.8,9.0
2.577826,2015-02-26,2015-02-26,Ghoul,5.1,25.0
5.607543,2015-09-16,2015-09-16,The Program,6.1,176.0
2.065367,2015-06-18,2015-06-18,The Silenced,5.7,40.0
0.919349,2015-08-13,2015-08-13,Alice in Earnestland,6.2,9.0
1.178156,2015-06-18,2015-06-18,The Classified File,6.8,9.0
1.596675,2015-04-30,2015-04-30,Helios,5.0,15.0
0.29912,2015-06-26,2015-06-26,Hollywood Adventures,4.6,7.0
2.607667,2015-09-11,2015-09-11,Full Out,7.1,40.0
2.535419,2015-09-02,2015-09-02,Cemetery of Splendour,4.4,50.0
0.230976,2015-01-27,2015-01-27,Crumbs,6.4,4.0
3.319995,2015-09-16,2015-09-16,Much Loved,6.0,41.0
4.563906,2015-08-24,2015-08-24,Tiger House,5.5,87.0
0.644057,2015-06-03,2015-06-03,Everything Before Us,4.9,8.0
1.756551,2015-04-09,2015-04-09,The Idealist,7.6,9.0
1.593745,2015-06-10,2015-06-10,French Blood,5.9,35.0
0.868019,2015-04-17,2015-04-17,Arthur & Merlin,5.4,14.0
3.13016,2015-08-05,2015-08-05,The Lady in the Car with Glasses and a Gun,4.6,41.0
0.36416,2015-08-07,2015-08-07,Urban Family,6.7,3.0
0.238798,2015-09-11,2015-09-11,Distractions,6.1,6.0
0.24431,2015-09-21,2015-09-21,Essex Boys: Law of Survival,5.4,6.0
6.848664,2015-07-20,2015-07-20,A Christmas Horror Story,5.5,100.0
0.130067,2015-07-03,2015-07-03,RangiTaranga,6.3,3.0
0.577185,2015-04-13,2015-04-13,The Thread,6.4,7.0
5.339649,2015-03-05,2015-03-05,Life Eternal,7.1,29.0
1.630684,2015-08-14,2015-08-14,7 Chinese Brothers,5.2,20.0
1.633149,2015-03-20,2015-03-20,Virgin Mountain,7.0,35.0
0.286933,2015-05-08,2015-05-08,From The Depths of My Heart,0.0,0.0
0.649671,2015-10-21,2015-10-21,Antarctica: Ice & Sky,6.5,4.0
2.413622,2015-10-08,2015-10-08,Navy Seals vs. Zombies,3.5,37.0
0.023087,2015-04-19,2015-04-19,Rosenwald,0.0,0.0
0.063953,2015-08-20,2015-08-20,The Laundryman,5.0,1.0
0.764131,2015-10-15,2015-10-15,A Bell for Ursli,7.5,3.0
1.299649,2015-09-02,2015-09-02,Mediterranea,6.5,16.0
3.534068,2015-05-28,2015-05-28,The Club,6.6,66.0
0.308206,2015-04-03,2015-04-03,Alias Maria,5.0,3.0
11.760218,2015-09-21,2015-09-21,Hotel Transylvania 2,6.7,1528.0
8.644392,2015-09-15,2015-09-15,Hidden,6.5,189.0
0.915218,2015-01-01,2015-01-01,Anti-Social,5.2,10.0
0.453126,2015-01-06,2015-01-06,A Horse for Summer,8.0,3.0
3.638062,2015-09-17,2015-09-17,Oddball,6.0,26.0
3.352455,2015-06-24,2015-06-24,Daft Punk Unchained,7.1,54.0
12.95779,2015-10-06,2015-10-06,Tremors 5: Bloodlines,5.2,96.0
4.955317,2015-10-02,2015-10-02,Freeheld,7.1,168.0
12.61223,2015-11-12,2015-11-12,By the Sea,5.4,159.0
11.376954,2015-07-29,2015-07-29,The Little Prince,7.6,771.0
3.256531,2015-09-25,2015-09-25,Narcopolis,4.8,34.0
5.159349,2015-04-19,2015-04-19,Ashby,6.2,191.0
1.777234,2015-09-11,2015-09-11,4Got10,4.3,17.0
5.752416,2015-08-26,2015-08-26,Dheepan,6.8,135.0
6.339693,2015-11-09,2015-11-09,Ronaldo,6.4,119.0
2.631047,2015-02-19,2015-02-19,"Liza, the Fox-Fairy",7.4,30.0
4.679687,2015-01-22,2015-01-22,Il nome del figlio,6.4,89.0
2.43519,2015-04-06,2015-04-06,Beyond the Mask,5.7,24.0
294.337037,2017-05-30,2017-05-30,Wonder Woman,7.2,5025.0
1.531827,2017-12-31,2017-12-31,Sly Cooper,0.0,0.0
1.917649,2018-03-01,2018-03-01,Iron Sky: The Coming Race,0.0,0.0
2.264631,2016-11-17,2016-11-17,Salt and Fire,5.8,15.0
88.439243,2017-04-27,2017-04-27,The Circle,5.4,1015.0
14.16938,2016-12-22,2016-12-22,Silence,7.0,754.0
7.78904,2015-08-13,2015-08-13,The Clan,6.4,120.0
13.707888,2015-10-15,2015-10-15,Bridge of Spies,7.2,2633.0
3.782498,2017-12-21,2017-12-21,Pitch Perfect 3,0.0,3.0
3.212952,2015-09-03,2015-09-03,A Tale of Love and Darkness,3.9,28.0
5.620274,2015-10-09,2015-10-09,Hyena Road,6.1,51.0
0.440445,2015-10-02,2015-10-02,My Internship in Canada,6.3,11.0
0.022724,2015-04-28,2015-04-28,Radical Grace,0.0,0.0
8.657935,2015-02-05,2015-02-05,Mune: Guardian of the Moon,7.1,97.0
12.945544,2015-11-26,2015-11-26,A Bigger Splash,6.0,158.0
0.4994,2015-04-30,2015-04-30,Argo 2,9.3,2.0
1.346481,2015-07-31,2015-07-31,6 Ways to Die,4.2,10.0
15.860139,2015-02-27,2015-02-27,Into the Grizzly Maze,5.1,74.0
5.251621,2015-12-23,2015-12-23,Where to Invade Next,7.3,153.0
0.087996,2015-07-31,2015-07-31,Karachi se Lahore,8.0,1.0
3.845853,2015-09-12,2015-09-12,Human,8.6,98.0
11.461055,2015-02-11,2015-02-11,Eisenstein in Guanajuato,6.4,21.0
1.351097,2015-03-29,2015-03-29,The Summer of Sangaile,6.1,24.0
0.881308,2015-10-15,2015-10-15,The Pearl Button,6.6,17.0
0.437906,2015-05-14,2015-05-14,Sleeping Giant,6.3,9.0
0.749972,2015-02-13,2015-02-13,Chasuke's Journey,8.0,3.0
0.132308,2015-09-17,2015-09-17,Roukli,0.0,1.0
3.595572,2015-12-23,2015-12-23,Mountains May Depart,7.1,57.0
4.071952,2015-05-21,2015-05-21,The Hoarder,4.4,43.0
0.659882,2015-07-02,2015-07-02,American Beach House,4.3,9.0
1.208879,2015-06-12,2015-06-12,L.A. Slasher,3.7,10.0
1.83505,2015-09-29,2015-09-29,Swat: Unit 887,3.6,10.0
5.667845,2015-02-03,2015-02-03,Zombie Killers: Elephant's Graveyard,2.5,10.0
2.43313,2015-04-29,2015-04-29,Coin Locker Girl,6.4,25.0
1.954596,2015-09-13,2015-09-13,An Inspector Calls,7.6,42.0
9.248388,2015-08-05,2015-08-05,The Invitation,6.4,486.0
2.94307,2015-10-22,2015-10-22,Eden,5.5,20.0
0.061269,2015-10-01,2015-10-01,By Our Selves,6.0,1.0
8.120076,2015-04-16,2015-04-16,Mia Madre,6.3,109.0
0.426314,2015-04-23,2015-04-23,I bambini sanno,6.6,8.0
11.241366,2016-02-05,2016-02-05,"Hail, Caesar!",5.7,1338.0
3.294427,2015-08-21,2015-08-21,Operator,5.2,21.0
3.186387,2015-08-25,2015-08-25,LEGO DC Comics Super Heroes: Justice League: Attack of the Legion of Doom!,6.2,24.0
0.679427,2015-04-11,2015-04-11,Salad Days,7.2,10.0
1.13476,2015-03-15,2015-03-15,Mavis!,8.0,3.0
1.127377,2015-09-09,2015-09-09,How To Change The World,6.9,9.0
6.704659,2015-10-08,2015-10-08,Look Who's Back,6.8,462.0
0.112133,2015-11-03,2015-11-03,Secrets of a Psychopath,4.5,2.0
4.476741,2015-04-29,2015-04-29,"Connasse, Princesse des cœurs",5.9,215.0
1.30755,2015-04-16,2015-04-16,Territory,5.8,9.0
1.983722,2015-04-15,2015-04-15,Live from New York!,5.4,5.0
1.609769,2015-10-09,2015-10-09,Junun,7.9,19.0
1.640786,2015-08-07,2015-08-07,Call Me Lucky,7.2,21.0
2.510095,2015-10-06,2015-10-06,Eaters,2.8,9.0
2.285686,2015-08-01,2015-08-01,June,3.7,22.0
4.250043,2015-06-12,2015-06-12,The Stranger,4.6,41.0
11.693912,2015-09-14,2015-09-14,The Hive,5.3,32.0
